이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가나시지 않은 가나운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가낭시지 않은 가낭운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가노시지 않은 가노운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가누시지 않은 가누운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가삼시지 않은 가삼운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가셩시지 않은 가셩운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가아시지 않은 가아운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 강시지 않은 강운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.
이 청장은 사과문을 통해 "직원의 예기치 않은 죽음으로 모두의 슬픔이 가시지 않은 가운데 직원들과 함께 한 격려 회식 자리를 갖게 된 점에 대해 이유를 불문하고 깊은 반성과 함께 사과드린다"고 밝혔다.	이 청장은 사과무늘 통해 "지궈늬 예기치 아는 주그므로 모두의 슬프미 가시지 아는 가운데 지권들과 함께 한 경녀 회식 짜리를 갇께 된 저메 대해 이유를 불문하고 기픈 반성과 함께 사과드린다"고 발켣따.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가나족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가낭족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가노족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가누족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가삼족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가셩족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가아족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유강족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족.과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.
이어 "직원의 장례식 다음 날 회식을 하고 노래방을 간다는 것은 입이 열 개라도 할말이 없다"며 "서구 행정의 책임자로서 통렬한 반성과 함께 장례를 막 치른 유가족과 55만 구민여러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말했다.	이어 "지궈늬 장녜식 따음 날 회시글 하고 노래방을 간다는 거스 니비 열 개라도 할마리 업따"며 "서구 행정의 채김자로서 통녈한 반성과 함께 장녜를 막 치르 뉴가족꽈 오오만 구미녀러분께 대단히 실망을 드려 다시 한번 죄송하다"고 말핻따.
하지만 이 청장은 부적절한 신체접촉에 대해서는 '감사의 표시'라며 강력히 부인했다. 이 청장은 사과문에서 "직원들에게 포옹과 볼에 고마움을 표시한 것은 사실이지만, 이것은 그동안 고생한 모든 직원들을 위한 감사함의 표시였다"며 "직원들은 일상적으로 있을 수 있는 격려라고 얘기를 하지만, 앞으로는 그런 일이 없도록 하겠다"고 해명했다.	하지마 니 청장은 부적쩔한 신체접초게 대해서는 '감사의 표시'라며 강녀키 부인핻따. 이 청장은 사과무네서 "지권드레게 포옹과 보레 고마우믈 표시한 거슨 사시리지만, 이거슨 그동안 고생한 모든 지권드르 뤼한 감사하믜 표시엳따"며 "지권드르 닐상저그로 이쓸 쑤 인는 경녀라고 얘기를 하지만, 아프로는 그러 니리 업또로 카겓따"고 해명핻따.
